Transaction ID,Customer ID,Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Account Age (days),Transaction Hour,is_fraud
TR2883,1186,1121.6429599384037,Bank Transfer,Clothing,1,59,1,186,12,1
TR2884,1806,3270.632762046523,Debit Card,Home & Kitchen,1,52,1,140,23,1
TR2885,1743,3431.0285404588317,Bank Transfer,Clothing,8,56,1,359,13,1
TR2886,1226,3429.101129001675,Debit Card,Books,7,42,1,362,10,1
TR2887,1309,144.65532898377668,Credit Card,Books,7,44,0,94,8,0
TR2888,1097,4496.61928229575,Debit Card,Electronics,9,59,1,197,8,0
TR2889,1054,1697.1517515115916,Bank Transfer,Home & Kitchen,5,18,1,107,16,0
TR2890,1622,3723.387154783229,Debit Card,Books,8,29,0,253,16,1
TR2891,1663,3801.436466430596,Bank Transfer,Electronics,7,18,1,341,23,1
TR2892,1757,3256.2693442730756,Debit Card,Home & Kitchen,2,30,0,55,10,0
TR2893,1405,1980.383950490018,PayPal,Home & Kitchen,2,56,0,148,11,1
TR2894,1068,3045.8372419144625,Bank Transfer,Electronics,4,67,0,62,10,0
TR2895,1311,210.59146937680404,Debit Card,Books,1,57,1,229,9,1
TR2896,1288,3811.860003017652,Bank Transfer,Clothing,5,23,0,182,8,0
TR2897,1761,506.9473551584112,Credit Card,Books,5,46,1,251,17,0
TR2898,1547,1989.7871197400125,Debit Card,Books,1,64,1,286,17,1
TR2899,1750,527.0577504481832,Debit Card,Books,5,67,1,312,10,0
TR2900,1147,4187.0014846372815,PayPal,Electronics,4,21,0,353,16,1
TR2901,1466,2756.0089432454365,Bank Transfer,Electronics,5,40,0,322,11,0
TR2902,1738,3457.866049644669,Debit Card,Clothing,4,61,1,309,21,1
TR2903,1243,3416.085027514639,PayPal,Books,9,25,1,329,13,1
TR2904,1490,4209.615095975937,PayPal,Books,9,54,0,117,21,1
TR2905,1848,671.521322692222,PayPal,Clothing,3,19,1,291,3,0
TR2906,1957,3302.0434206203718,Bank Transfer,Home & Kitchen,3,67,0,68,16,1
TR2907,1506,2879.9189314742503,Bank Transfer,Home & Kitchen,3,21,1,122,11,0
TR2908,1364,164.17664163086377,Debit Card,Clothing,7,68,1,117,13,1
TR2909,1481,1015.1003150257848,Bank Transfer,Books,1,40,0,300,5,0
TR2910,1200,1345.1819914773218,Bank Transfer,Electronics,4,38,0,221,9,0
TR2911,1153,372.0563133915391,Credit Card,Books,9,43,1,316,10,0
TR2912,1449,1780.0518314350193,Bank Transfer,Clothing,8,57,0,174,12,1
TR2913,1500,145.7405184902237,Credit Card,Clothing,3,47,1,55,13,1
TR2914,1072,2770.3856263660705,Debit Card,Clothing,8,50,0,362,21,0
TR2915,1712,1065.3897932931386,PayPal,Electronics,6,39,0,338,12,0
TR2916,1295,1442.145496490901,Credit Card,Books,3,29,0,326,2,1
TR2917,1016,4553.2534145947075,Debit Card,Electronics,9,23,0,110,7,1
TR2918,1640,2519.0560771263918,Credit Card,Home & Kitchen,7,37,1,183,5,1
TR2919,1216,1352.3795169096352,Bank Transfer,Books,8,24,0,336,20,1
TR2920,1060,2996.3241736578507,Debit Card,Clothing,2,47,0,67,3,1
TR2921,1938,1016.3404599888031,PayPal,Books,3,60,0,71,4,1
TR2922,1615,381.2344719632825,Credit Card,Clothing,7,58,1,38,1,0
TR2923,1041,114.32270845734065,Bank Transfer,Electronics,2,25,0,130,0,1
TR2924,1024,4758.129936427519,Debit Card,Books,6,34,0,144,4,0
TR2925,1038,3625.8080124741505,Bank Transfer,Clothing,7,60,1,162,12,0
TR2926,1802,4001.741259978988,Debit Card,Electronics,6,45,0,355,13,0
TR2927,1130,4904.779463612372,Credit Card,Books,5,49,1,108,9,1
TR2928,1497,4658.827230033063,Debit Card,Books,9,65,0,239,1,0
TR2929,1228,3687.1968612012042,Credit Card,Home & Kitchen,3,26,0,98,10,0
TR2930,1107,3472.9954783984035,Debit Card,Books,5,61,0,103,18,1
TR2931,1171,1690.8814847075296,Bank Transfer,Home & Kitchen,5,21,0,136,5,1
TR2932,1434,529.0460864575596,Bank Transfer,Books,8,20,1,266,21,1
TR2933,1477,2872.875516354204,Credit Card,Home & Kitchen,8,61,1,56,22,1
TR2934,1101,2885.503942492075,PayPal,Electronics,1,67,1,197,9,1
TR2935,1865,4761.664054224563,Credit Card,Books,6,53,1,338,19,0
TR2936,1523,2218.4283252419295,Bank Transfer,Electronics,6,65,0,52,14,0
TR2937,1274,3457.130045287281,Debit Card,Books,2,24,1,360,11,1
TR2938,1612,2879.1034307096415,PayPal,Books,5,27,1,284,17,1
TR2939,1043,892.0335432142358,Bank Transfer,Books,6,50,0,161,4,1
TR2940,1954,2964.4008956970342,PayPal,Books,3,31,0,97,4,0
TR2941,1816,2705.182379720472,Credit Card,Books,1,35,0,109,8,0
TR2942,1956,2474.590909607684,Bank Transfer,Books,9,50,1,313,21,0
TR2943,1016,2571.980438905889,Credit Card,Clothing,2,43,0,314,11,1
TR2944,1329,828.2999800747638,Bank Transfer,Books,4,56,0,266,11,1
TR2945,1568,2322.7538788410325,Bank Transfer,Home & Kitchen,9,67,0,343,16,0
TR2946,1822,3032.209826389768,Credit Card,Books,9,34,1,174,1,1
TR2947,1496,2452.3515014408413,Bank Transfer,Electronics,8,60,0,227,0,1
TR2948,1814,2448.5441136794752,PayPal,Home & Kitchen,4,45,1,266,9,1
TR2949,1011,396.81337186699903,PayPal,Home & Kitchen,1,19,1,303,12,0
TR2950,1317,961.9630185634311,Credit Card,Home & Kitchen,7,57,0,170,14,1
TR2951,1591,1611.6537369497482,Debit Card,Clothing,2,54,1,263,11,0
TR2952,1215,2102.5414996902737,PayPal,Books,8,49,0,221,17,0
TR2953,1338,2973.7478448544352,Bank Transfer,Electronics,2,44,0,218,23,0
TR2954,1775,4318.092071570073,Credit Card,Electronics,3,48,0,246,0,1
TR2955,1990,804.2320430623832,Debit Card,Electronics,6,21,1,340,10,1
TR2956,1660,85.28927075136772,Credit Card,Clothing,4,52,0,327,23,0
TR2957,1080,2251.6932825718195,PayPal,Clothing,2,49,1,168,15,0
TR2958,1726,2166.1934580840243,Bank Transfer,Clothing,1,28,1,361,3,1
TR2959,1484,2763.98708029091,PayPal,Books,3,40,0,61,19,1
TR2960,1373,4167.776639143788,Credit Card,Clothing,4,64,0,107,5,0
TR2961,1975,4013.779149402565,Bank Transfer,Electronics,9,40,0,182,10,1
TR2962,1709,509.2159893057559,Debit Card,Clothing,9,56,1,254,7,1
TR2963,1199,4670.6368797166015,PayPal,Electronics,5,52,0,264,12,0
TR2964,1536,560.9678294254791,Credit Card,Home & Kitchen,5,34,1,260,20,1
TR2965,1465,3176.506837585838,Bank Transfer,Electronics,7,69,1,344,2,0
TR2966,1088,3365.3074050419227,Credit Card,Home & Kitchen,8,66,0,227,21,1
TR2967,1267,3402.58866124321,Debit Card,Books,3,37,0,326,4,1
TR2968,1654,1334.1023466602007,Debit Card,Clothing,5,60,0,161,19,0
TR2969,1570,1658.4220079073098,PayPal,Books,7,67,1,164,16,1
TR2970,1921,2747.8976069954906,Debit Card,Books,2,49,0,304,10,0
TR2971,1488,1005.9416040424909,Debit Card,Books,9,55,0,316,6,1
TR2972,1876,111.34923448842258,PayPal,Home & Kitchen,3,63,0,178,14,1
TR2973,1537,2815.1008279977923,Credit Card,Clothing,7,22,1,282,4,0
TR2974,1046,2331.740074339916,PayPal,Books,9,32,1,310,21,1
TR2975,1287,3287.0887190550757,PayPal,Books,9,49,1,169,1,1
TR2976,1777,742.035873409963,Bank Transfer,Electronics,3,51,0,136,18,0
TR2977,1015,4206.215224003358,Debit Card,Electronics,2,43,0,30,0,1
TR2978,1710,739.6452274180311,Debit Card,Clothing,5,68,0,222,2,1
TR2979,1400,4457.804588351318,Credit Card,Electronics,5,32,1,54,13,1
TR2980,1918,2253.110651252558,Debit Card,Home & Kitchen,8,26,1,228,4,0
TR2981,1793,2753.5282442697467,Credit Card,Home & Kitchen,6,22,1,191,18,0
TR2982,1980,4483.940866460303,Bank Transfer,Home & Kitchen,7,51,0,329,9,0
TR2983,1085,1506.5661119005645,Credit Card,Books,8,50,1,259,1,1
TR2984,1249,917.316711243346,Credit Card,Clothing,9,38,1,286,5,0
TR2985,1390,2234.3005878890735,Bank Transfer,Home & Kitchen,4,20,0,236,6,1
TR2986,1781,1229.3924703532568,PayPal,Home & Kitchen,5,47,0,362,13,1
TR2987,1334,2643.9411185861823,Bank Transfer,Home & Kitchen,4,22,1,306,3,1
TR2988,1628,1383.536743577139,Debit Card,Home & Kitchen,9,41,1,106,19,0
TR2989,1518,4323.80278262133,Debit Card,Home & Kitchen,2,69,1,197,0,0
TR2990,1136,3040.5497153660526,Bank Transfer,Home & Kitchen,8,33,0,174,1,1
TR2991,1882,11.200942017082308,Credit Card,Clothing,7,23,1,361,6,1
TR2992,1687,4029.3139360523255,Bank Transfer,Home & Kitchen,7,57,1,191,12,1
TR2993,1839,1657.759560263468,Debit Card,Clothing,8,52,1,324,19,0
TR2994,1497,1607.8378409332358,Bank Transfer,Clothing,1,43,1,133,20,0
TR2995,1826,1921.4834325509921,Credit Card,Clothing,1,61,0,104,19,0
TR2996,1726,3155.0100151395627,Debit Card,Home & Kitchen,7,18,1,43,10,0
TR2997,1476,2215.8829448671727,PayPal,Home & Kitchen,2,37,1,108,15,0
TR2998,1593,3146.8913773828153,Bank Transfer,Clothing,4,63,1,116,19,0
TR2999,1222,742.4358009626039,Bank Transfer,Clothing,6,28,1,161,4,0
TR3000,1989,4851.120677975188,Bank Transfer,Home & Kitchen,5,37,1,182,20,1
TR3001,1371,3650.735372548481,Bank Transfer,Electronics,5,56,0,70,3,1
TR3002,1934,1258.5334648201313,Debit Card,Electronics,6,21,0,243,3,1
TR3003,1994,3623.6078412931315,Credit Card,Electronics,7,55,0,285,22,1
TR3004,1401,2879.37702674558,PayPal,Home & Kitchen,2,63,0,286,5,0
TR3005,1442,554.8530920535381,Bank Transfer,Clothing,4,59,1,348,23,1
TR3006,1489,899.2001696727492,Debit Card,Electronics,7,47,0,245,7,0
TR3007,1614,216.1276281881094,Bank Transfer,Books,5,53,0,82,16,1
TR3008,1272,4048.0979776566587,PayPal,Books,9,62,1,328,0,0
TR3009,1525,2763.0067154502226,Bank Transfer,Clothing,6,39,1,194,5,0
TR3010,1158,1590.5757567645574,Credit Card,Books,4,57,1,227,3,1
TR3011,1151,640.4610611207182,Bank Transfer,Home & Kitchen,4,35,1,44,19,1
TR3012,1994,2425.388921042292,Bank Transfer,Books,3,22,0,146,20,0
TR3013,1619,2631.0541201225146,Bank Transfer,Clothing,6,61,1,191,3,1
TR3014,1187,3512.7230198927214,Credit Card,Electronics,8,47,1,272,4,1
TR3015,1812,4849.986680130986,Debit Card,Home & Kitchen,1,22,1,229,9,1
TR3016,1097,2180.3781967328,Credit Card,Clothing,2,56,1,320,9,0
TR3017,1130,2036.1106909059026,Debit Card,Home & Kitchen,4,68,1,233,23,1
TR3018,1804,1855.9507229047113,Credit Card,Electronics,7,31,1,75,19,0
TR3019,1170,4136.350305744637,Credit Card,Electronics,2,28,1,309,20,1
TR3020,1935,790.022934782197,Bank Transfer,Electronics,8,69,1,362,0,1
TR3021,1985,1725.6263891390963,Credit Card,Home & Kitchen,3,38,0,258,15,1
TR3022,1182,3627.6043163282006,Debit Card,Books,2,28,0,236,13,1
TR3023,1982,88.31772735880794,Debit Card,Home & Kitchen,7,49,1,322,9,0
TR3024,1363,1454.0098107924164,Debit Card,Electronics,9,46,1,298,3,0
TR3025,1038,3210.821342146002,Debit Card,Home & Kitchen,4,20,0,155,18,0
TR3026,1526,937.9009690240155,Credit Card,Home & Kitchen,2,30,1,173,11,1
TR3027,1887,1520.5257399301133,Bank Transfer,Books,9,23,1,321,17,0
TR3028,1496,2435.364921671314,PayPal,Electronics,5,65,0,227,21,1
TR3029,1515,2115.897594188739,Debit Card,Books,7,45,0,146,14,1
TR3030,1348,539.0756778773405,Credit Card,Electronics,5,48,0,271,18,1
TR3031,1981,4691.794258055606,Bank Transfer,Clothing,5,40,0,255,7,1
TR3032,1920,231.0206757046429,Credit Card,Electronics,6,55,0,105,17,1
TR3033,1396,3751.2163545498615,Debit Card,Home & Kitchen,5,55,0,339,16,0
TR3034,1721,366.3996277448758,Debit Card,Clothing,8,23,1,144,18,1
TR3035,1160,2341.806057095146,Bank Transfer,Home & Kitchen,4,39,1,329,20,0
TR3036,1015,885.302345360501,Credit Card,Clothing,3,62,0,195,15,0
TR3037,1492,714.0780041803372,Debit Card,Home & Kitchen,3,57,1,193,18,1
TR3038,1425,638.2309029432081,Debit Card,Clothing,2,66,1,349,0,0
TR3039,1107,2269.4053171097585,PayPal,Clothing,8,51,0,53,21,1
TR3040,1893,2582.2696978425884,PayPal,Home & Kitchen,7,55,1,97,11,1
TR3041,1449,675.588622778771,Debit Card,Clothing,6,55,1,262,17,1
TR3042,1310,4897.184694028535,PayPal,Home & Kitchen,2,24,1,296,3,0
TR3043,1738,1296.2517754424935,PayPal,Books,2,18,0,331,6,1
TR3044,1169,2299.618284617888,Debit Card,Home & Kitchen,1,49,0,32,19,0
TR3045,1545,1089.185092433521,Credit Card,Books,2,39,1,339,7,0
TR3046,1413,2474.674000793232,Credit Card,Clothing,9,57,1,149,16,1
TR3047,1250,3782.522746501258,Credit Card,Electronics,1,20,0,40,11,1
TR3048,1758,2610.2990513295313,Bank Transfer,Books,4,21,0,94,12,0
TR3049,1780,1435.3878648830955,Credit Card,Electronics,2,34,1,326,5,0
TR3050,1140,1249.499077582351,Bank Transfer,Electronics,5,52,1,134,13,0
TR3051,1273,3797.0826870729966,Bank Transfer,Home & Kitchen,8,40,0,216,7,0
TR3052,1415,600.0084968740538,PayPal,Home & Kitchen,1,46,0,270,0,1
TR3053,1607,1856.1328070852887,Bank Transfer,Electronics,9,19,1,311,19,0
TR3054,1738,765.8987561028879,Bank Transfer,Home & Kitchen,7,63,1,83,16,1
TR3055,1890,1297.2993881794648,Bank Transfer,Electronics,5,23,0,171,18,0
TR3056,1038,771.8893300999115,Bank Transfer,Home & Kitchen,5,67,1,204,22,1
TR3057,1813,4434.994817626709,PayPal,Home & Kitchen,9,41,0,135,6,0
TR3058,1028,3662.201953075029,Debit Card,Home & Kitchen,9,19,0,169,22,1
TR3059,1957,2809.026957760864,Bank Transfer,Electronics,2,29,0,273,16,0
TR3060,1476,1129.88186025271,Debit Card,Clothing,8,22,0,250,6,0
TR3061,1317,2556.0318677239825,Credit Card,Home & Kitchen,5,59,1,88,6,0
TR3062,1244,2608.957700173386,Credit Card,Home & Kitchen,2,32,1,189,0,1
TR3063,1747,2956.114591012992,Debit Card,Electronics,9,30,1,295,19,0
TR3064,1696,309.8249345414299,Debit Card,Books,4,27,0,112,11,1
TR3065,1271,4864.780836271564,Credit Card,Electronics,5,39,1,340,17,0
TR3066,1439,2332.5404632956124,PayPal,Home & Kitchen,7,46,1,358,0,1
TR3067,1747,4633.393552754525,PayPal,Home & Kitchen,2,66,0,118,14,0
TR3068,1238,58.94249242274202,Bank Transfer,Clothing,5,62,1,48,10,1
TR3069,1376,1245.3163942201913,PayPal,Home & Kitchen,8,24,1,68,12,0
TR3070,1265,528.9378958635448,PayPal,Books,1,39,0,166,3,1
TR3071,1925,3850.3847250003105,Bank Transfer,Home & Kitchen,8,21,0,271,7,1
TR3072,1920,1607.423997477609,Bank Transfer,Home & Kitchen,2,19,0,362,13,0
TR3073,1358,4204.057616994577,PayPal,Clothing,4,39,1,165,2,0
TR3074,1339,4163.602974922126,Debit Card,Books,3,41,1,170,9,0
TR3075,1388,3342.2960161047836,Bank Transfer,Books,2,43,0,234,18,0
TR3076,1576,3332.2511996844455,Debit Card,Home & Kitchen,2,39,0,340,20,0
TR3077,1989,3503.7968634449435,Credit Card,Books,6,22,1,238,22,0
TR3078,1688,3372.081534802575,Bank Transfer,Clothing,3,27,1,354,2,1
TR3079,1002,1940.6727048449018,Debit Card,Electronics,4,36,1,301,21,1
TR3080,1428,3417.3099463970443,Bank Transfer,Home & Kitchen,4,58,1,285,3,0
TR3081,1141,4488.060776269869,Bank Transfer,Home & Kitchen,2,39,1,72,7,0
TR3082,1375,1669.541724464352,Bank Transfer,Books,4,44,0,88,5,1
TR3083,1669,4724.996240812618,Bank Transfer,Home & Kitchen,2,19,0,102,7,0
TR3084,1323,77.77212361486096,Debit Card,Home & Kitchen,4,38,1,192,1,1
TR3085,1145,1751.9218659435335,Debit Card,Clothing,8,42,1,146,11,0
TR3086,1957,669.1710246264137,Debit Card,Electronics,9,39,1,176,10,0
TR3087,1292,641.8329469346681,Credit Card,Electronics,4,26,0,298,21,1
TR3088,1664,4078.9931751177255,Bank Transfer,Books,4,48,1,246,19,0
TR3089,1431,4592.657890603114,Bank Transfer,Clothing,7,62,0,98,18,0
TR3090,1704,3891.0136886225982,Debit Card,Clothing,1,18,0,110,12,1
TR3091,1948,4883.312437772874,Debit Card,Clothing,7,32,1,191,22,1
TR3092,1974,1089.481561129691,Bank Transfer,Clothing,9,47,0,244,2,0
TR3093,1584,712.5915619263554,Bank Transfer,Home & Kitchen,4,30,0,352,16,1
TR3094,1398,2608.3118723776715,Credit Card,Books,2,31,0,295,13,1
TR3095,1816,4146.897697565663,Bank Transfer,Books,4,60,1,189,20,1
TR3096,1888,208.7970632819179,Debit Card,Home & Kitchen,2,51,1,283,13,0
TR3097,1343,4977.872648389411,Credit Card,Books,7,42,1,254,0,1
TR3098,1963,3015.2071867345608,PayPal,Clothing,6,50,0,356,17,1
TR3099,1139,4894.919642785074,PayPal,Home & Kitchen,2,60,0,170,18,0
TR3100,1186,1831.757349836547,Bank Transfer,Home & Kitchen,6,38,0,296,3,0
TR3101,1804,2295.5388644626105,Debit Card,Electronics,9,49,0,44,5,1
TR3102,1060,3764.2835975629864,Bank Transfer,Home & Kitchen,8,33,0,293,19,1
TR3103,1996,3965.57524830098,Debit Card,Electronics,9,22,1,281,12,1
TR3104,1938,1172.834936217699,Debit Card,Home & Kitchen,5,44,0,78,18,0
TR3105,1379,4649.707420675536,Debit Card,Books,2,43,0,95,10,1
TR3106,1709,4338.441377955296,PayPal,Electronics,5,36,1,131,3,0
TR3107,1806,100.84446248496084,Bank Transfer,Electronics,3,39,0,309,17,0
TR3108,1439,651.5548482173635,Bank Transfer,Electronics,4,27,1,122,23,0
TR3109,1318,2485.524560971266,PayPal,Electronics,7,69,0,63,4,0
TR3110,1301,2310.1680154247815,Debit Card,Clothing,2,32,1,90,8,0
TR3111,1343,3544.8703666238284,Credit Card,Home & Kitchen,6,51,1,146,19,1
TR3112,1010,457.65976650463983,Credit Card,Clothing,1,47,0,289,21,1
TR3113,1061,3227.8279804186614,PayPal,Books,3,52,1,185,16,0
TR3114,1844,3085.6859563615662,Credit Card,Home & Kitchen,7,31,0,285,5,1
TR3115,1225,1175.7617964054414,Debit Card,Clothing,5,40,1,161,13,1
TR3116,1152,2716.545881699313,Debit Card,Home & Kitchen,8,66,1,173,20,0
TR3117,1710,1118.8139629099499,Bank Transfer,Clothing,7,24,0,200,12,1
TR3118,1563,743.1459052320256,Debit Card,Books,7,63,0,265,22,0
TR3119,1771,2869.943323923812,Debit Card,Clothing,1,43,0,349,20,1
TR3120,1570,4887.596648719846,Debit Card,Books,1,46,1,257,5,1
TR3121,1583,1192.2974123670076,Credit Card,Electronics,6,27,1,60,11,1
TR3122,1659,1783.127385282208,Credit Card,Clothing,8,65,0,108,16,0
TR3123,1860,1290.300397690333,PayPal,Electronics,3,47,1,38,9,1
TR3124,1574,1339.6345100160088,PayPal,Books,8,63,1,319,18,0
TR3125,1309,2026.9187495915364,Credit Card,Electronics,8,63,0,192,11,0
TR3126,1884,3512.2589981465944,Bank Transfer,Clothing,1,40,0,185,4,1
TR3127,1242,203.63457491441625,Bank Transfer,Home & Kitchen,5,27,1,168,8,1
TR3128,1492,4786.049736470945,Credit Card,Clothing,9,64,0,323,20,1
TR3129,1365,240.93659865134504,PayPal,Electronics,3,43,1,262,10,0
TR3130,1329,4407.453377903353,Bank Transfer,Electronics,9,35,1,222,11,1
TR3131,1106,4472.946712822375,Debit Card,Clothing,9,18,1,207,16,1
TR3132,1225,2627.2010460817014,Bank Transfer,Clothing,1,20,0,167,15,0
TR3133,1824,693.6141748086476,Bank Transfer,Clothing,2,58,0,46,17,0
TR3134,1217,2830.0783930791495,Bank Transfer,Clothing,3,27,0,363,5,0
TR3135,1936,3146.8744779152203,PayPal,Books,4,46,0,286,11,0
TR3136,1752,4290.217199457486,PayPal,Home & Kitchen,5,22,1,40,2,0
TR3137,1505,2758.9679250901527,Credit Card,Electronics,5,22,0,198,8,0
TR3138,1258,2059.439885557658,Bank Transfer,Books,5,32,0,263,19,1
TR3139,1887,4193.073057332028,PayPal,Clothing,3,43,1,288,3,0
TR3140,1773,4904.9494687895685,PayPal,Clothing,6,43,0,302,22,0
TR3141,1516,3229.064993738087,Credit Card,Books,4,53,0,349,23,0
TR3142,1772,4373.191316141019,Debit Card,Clothing,9,21,1,129,0,1
TR3143,1053,2997.6882130170306,Debit Card,Electronics,2,43,0,190,3,0
TR3144,1046,3452.042077137425,Bank Transfer,Electronics,1,67,1,61,16,1
TR3145,1726,3443.953916569105,Debit Card,Electronics,7,46,0,204,8,0
TR3146,1688,3526.8870643329237,Credit Card,Books,9,56,0,156,17,1
TR3147,1520,1611.8570852038818,PayPal,Clothing,9,69,0,110,16,1
TR3148,1098,2882.5503673958447,Debit Card,Books,3,39,0,143,16,0
TR3149,1019,2974.736564029239,Bank Transfer,Electronics,1,18,0,267,18,1
TR3150,1889,1582.2074172990276,Bank Transfer,Books,9,45,1,86,7,1
TR3151,1752,1755.7633148412817,PayPal,Clothing,7,63,1,104,20,0
TR3152,1572,3813.6113574334067,Bank Transfer,Clothing,8,56,1,70,1,1
TR3153,1890,2917.7919646800733,Credit Card,Home & Kitchen,6,36,1,194,21,1
TR3154,1489,754.5636283362113,Debit Card,Home & Kitchen,6,58,0,103,23,0
TR3155,1418,4189.808573527533,Bank Transfer,Home & Kitchen,4,29,0,44,15,1
TR3156,1689,4416.7402925008555,Debit Card,Electronics,2,59,0,215,19,0
TR3157,1849,2336.0443283094924,PayPal,Home & Kitchen,1,23,1,215,3,0
TR3158,1061,1052.4480857944054,Debit Card,Electronics,6,52,0,255,1,0
TR3159,1144,4738.556412070478,Credit Card,Books,9,28,0,165,20,0
TR3160,1215,4412.525126952685,PayPal,Clothing,2,18,0,60,10,0
TR3161,1002,1229.4649142457743,Bank Transfer,Books,1,18,0,282,6,0
TR3162,1159,487.01274415046004,PayPal,Home & Kitchen,1,24,0,300,21,1
TR3163,1738,2208.861501670043,Debit Card,Home & Kitchen,7,60,0,108,21,1
TR3164,1997,3385.2209626037607,Debit Card,Electronics,1,59,1,188,20,0
TR3165,1780,885.1890402475208,Debit Card,Electronics,9,46,1,285,10,1
TR3166,1119,2570.9311655744227,Debit Card,Books,9,51,1,246,6,0
TR3167,1892,2132.823316419858,PayPal,Books,3,24,1,234,10,1
TR3168,1088,4453.850232359633,PayPal,Home & Kitchen,2,48,0,359,6,0
TR3169,1328,2153.5374977075717,Debit Card,Electronics,9,18,0,48,2,0
TR3170,1579,2673.544204737838,Bank Transfer,Electronics,3,54,0,206,6,0
TR3171,1909,4776.878118049093,PayPal,Books,2,43,0,300,14,0
TR3172,1356,1505.4619117140774,Credit Card,Electronics,4,67,0,32,3,1
TR3173,1609,1452.0647503902874,PayPal,Books,7,46,1,175,17,1
TR3174,1266,3999.979448910793,Credit Card,Clothing,4,52,0,179,6,0
TR3175,1616,1394.9195408584037,Bank Transfer,Home & Kitchen,8,54,1,130,18,0
TR3176,1951,4161.010691665293,Credit Card,Electronics,5,27,1,252,15,1
TR3177,1322,486.72269071460835,Credit Card,Electronics,2,22,0,103,8,0
TR3178,1634,565.1936240742473,Bank Transfer,Clothing,4,47,1,330,1,0
TR3179,1987,4507.603637072231,Debit Card,Clothing,7,67,0,149,17,1
TR3180,1540,2708.653289587352,PayPal,Clothing,1,63,1,122,20,0
TR3181,1648,3596.883190804251,Bank Transfer,Books,7,21,0,103,10,0
TR3182,1194,1134.191570394096,Credit Card,Books,3,24,0,185,9,0
TR3183,1920,839.7090982267204,Debit Card,Clothing,7,68,0,317,7,1
TR3184,1737,4176.421768540874,PayPal,Home & Kitchen,3,37,0,363,5,1
TR3185,1331,1799.5308010460114,Bank Transfer,Home & Kitchen,8,45,1,61,9,1
TR3186,1169,2280.612769418752,PayPal,Electronics,4,24,0,81,18,1
TR3187,1520,149.57976740404132,Debit Card,Books,1,28,1,277,12,0
TR3188,1462,1935.5448636229025,PayPal,Home & Kitchen,1,66,0,315,20,1
TR3189,1039,3854.484662543642,Debit Card,Electronics,4,31,0,101,19,0
TR3190,1536,4108.163134657985,Bank Transfer,Home & Kitchen,9,25,1,275,4,0
TR3191,1260,3496.786396523884,Debit Card,Books,5,41,1,51,4,1
TR3192,1394,3463.9768703832733,Bank Transfer,Home & Kitchen,5,68,1,144,3,0
TR3193,1954,2536.133940319818,Debit Card,Home & Kitchen,3,48,1,117,17,1
TR3194,1225,2696.263353006517,PayPal,Books,5,19,0,313,13,0
TR3195,1983,3715.732416597586,Debit Card,Electronics,7,25,0,200,3,1
TR3196,1123,1244.035976150337,Debit Card,Electronics,3,44,0,226,17,1
TR3197,1974,1165.2701705478194,PayPal,Clothing,5,60,0,102,11,1
TR3198,1037,4750.124871331132,Credit Card,Electronics,3,41,0,101,16,0
TR3199,1327,148.1725349262891,Debit Card,Clothing,1,68,0,88,14,0
TR3200,1250,705.9326636892558,Bank Transfer,Books,6,23,0,111,5,1
TR3201,1900,2855.958806744228,Debit Card,Electronics,3,28,0,146,20,1
TR3202,1175,3691.7958451047593,Credit Card,Books,2,66,0,136,14,1
TR3203,1601,2694.0765040952087,Bank Transfer,Electronics,3,33,1,227,16,0
TR3204,1913,1781.769340862772,PayPal,Home & Kitchen,5,69,0,301,16,1
TR3205,1453,4890.100835571308,PayPal,Electronics,5,46,1,303,15,0
TR3206,1036,3522.224898812901,PayPal,Home & Kitchen,9,58,1,155,13,1
TR3207,1315,4158.640296924725,Bank Transfer,Electronics,9,47,0,110,0,0
TR3208,1687,210.83190219913823,Debit Card,Books,2,62,1,31,2,1
TR3209,1972,1187.2413512621845,Bank Transfer,Clothing,6,24,0,93,14,1
TR3210,1795,1877.1137570219846,Bank Transfer,Electronics,9,33,0,149,16,0
TR3211,1964,921.1809764305674,Credit Card,Books,9,53,1,296,11,0
TR3212,1972,373.7673708186445,Bank Transfer,Home & Kitchen,6,48,1,84,16,0
TR3213,1592,1133.2074063274542,PayPal,Home & Kitchen,1,28,0,287,20,0
TR3214,1113,2672.841799872843,Bank Transfer,Home & Kitchen,1,36,1,159,10,0
TR3215,1039,3481.7687892999593,Credit Card,Home & Kitchen,9,31,1,342,4,1
TR3216,1300,3872.364405595754,Bank Transfer,Books,3,32,1,303,14,1
TR3217,1223,224.2514127899082,Bank Transfer,Electronics,5,25,0,115,12,1
TR3218,1317,2145.65099934083,PayPal,Home & Kitchen,6,29,1,56,8,0
TR3219,1348,619.835802090983,Bank Transfer,Home & Kitchen,1,60,1,302,17,1
TR3220,1114,2161.6899283589123,Debit Card,Electronics,1,41,0,263,12,1
TR3221,1697,2175.5394871102726,PayPal,Books,4,55,1,83,2,0
TR3222,1322,2496.076316694096,Credit Card,Home & Kitchen,6,30,0,174,1,0
TR3223,1567,4465.224825053565,Credit Card,Clothing,8,35,0,280,19,1
TR3224,1039,4027.4265580942065,Credit Card,Books,7,52,1,291,1,1
TR3225,1865,3187.237017230595,Bank Transfer,Clothing,2,46,1,163,0,1
TR3226,1039,4428.182541438318,Debit Card,Books,4,37,0,259,4,0
